Charge Code,Charge Code Description,CPT4 Code, June 2020 Prices 
554113.0,GRAFT VASC ALLO/XEN 02,C1768,842.0
554170.0,GRAFT VASC ALLO/XEN 08,C1768,3356.0
554204.0,GRAFT VASC ALLO/XEN 11,C1768,6109.0
554378.0,GRAFT VASC SYN 02,L8670,880.0
554386.0,GRAFT VASC SYN 03,L8670,1186.0
554394.0,GRAFT VASC SYN 04,L8670,1547.0
554402.0,GRAFT VASC SYN 05,L8670,2264.0
554410.0,GRAFT VASC SYN 06,L8670,2893.0
554428.0,GRAFT VASC SYN 07,L8670,2896.0
554436.0,GRAFT VASC SYN 08,L8670,2895.0
554444.0,GRAFT VASC SYN 09,L8670,3528.0
554451.0,GRAFT VASC SYN 10,L8670,3800.0
554469.0,GRAFT VASC SYN 11,L8670,5400.0
554477.0,GRAFT VASC SYN 12,L8670,6698.0
554485.0,GRAFT VASC SYN 13,L8670,7536.0
554493.0,GRAFT VASC SYN 14,L8670,8484.0
554501.0,GUIDEWIRE 03,C1769,978.0
554519.0,GUIDEWIRE 04,C1769,910.0
554543.0,GUIDEWIRE 07,C1769,321.0
554576.0,GRAFT VASC ALLO/XEN 17,C1768,22495.0
554600.0,IMP BREAST PROSTH 03,L8600,5907.0
554618.0,IMP BREAST PROSTH 04,L8600,5907.0
554642.0,IMP EAR PROSTH 03,L8699,529.0
554832.0,ANCHOR/SCREW BONE 10,C1713,4511.25
555052.0,IMP PENILE INFL 03,C1813,22803.0
555060.0,IMP PENILE INFL 04,C1813,22803.0
555102.0,IMP PENILE N-INFL 02,C2622,15125.0
555128.0,IMP PENILE N-INFL 04,C2622,28738.0
555177.0,IMP TESTICULAR,L8699,7707.0
555359.0,LEAD AICD SNGL 07,C1777,11265.0
555367.0,LEAD COR VENOUS 02,C1900,3400.0
555391.0,LEAD COR VENOUS 05,C1900,6938.0
555409.0,LEAD COR VENOUS 06,C1900,5625.0
555417.0,LEAD COR VENOUS 07,C1900,8063.0
555490.0,LEAD NEUROSTM KT 03,C1897,518.0
555581.0,LEAD PCMKR NSNGL 06,C1898,2176.0
555599.0,LEAD PCMKR NSNGL 07,C1898,3200.0
555631.0,LEAD PCMKR TSNGL 05,C1779,1913.0
555649.0,LEAD PCMKR TSNGL 06,C1779,1913.0
555789.0,MESH SYN 03,C1781,1269.0
555797.0,MESH SYN 04,C1781,1527.0
555805.0,MESH SYN 05,C1781,2302.0
555813.0,MESH SYN 06,C1781,2258.0
555821.0,MESH SYN 07,C1781,3472.28
555839.0,MESH SYN 08,C1781,3917.0
555847.0,MESH SYN 09,C1781,7534.0
555854.0,MESH SYN 10,C1781,8062.0
555862.0,MESH SYN 11,C1781,9136.0
555870.0,MESH SYN 12,C1781,9248.0
555961.0,MESH WIRE 08,L8699,5937.0
555995.0,MESH WIRE 11,L8699,7953.0
556126.0,PCMKR DUAL RR 02,C1785,17325.0
556134.0,PCMKR DUAL RR 03,C1785,19663.0
556142.0,PCMKR DUAL RR 04,C1785,19237.0
556159.0,PCMKR DUAL RR 05,C1785,17875.0
556209.0,PCMKR OTHER 05,C2621,19261.0
556217.0,PCMKR OTHER 06,C2621,17252.0
556274.0,PCMKR SNGL RR 02,C1786,13750.0
556357.0,STENT NON-COR TEMP W/ 02,C2625,570.0
556431.0,STENT NON-COR TEMP W/ 10,C2625,4187.0
556472.0,STENT NON-COR TEMP WO 02,C2617,548.0
556621.0,TISS CONN HUMAN 05,C1762,3065.0
556647.0,TISS CONN HUMAN 07,C1762,3938.0
556720.0,VALVE CARDIAC 04,L8699,18150.0
556738.0,VALVE CARDIAC 05,L8699,19663.0
556746.0,VALVE CARDIAC 06,L8699,19663.0
556753.0,VALVE CARDIAC 07,L8699,21679.0
556779.0,VALVE CARDIAC RING 03,L8699,7863.0
556787.0,VALVE CARDIAC RING 04,L8699,8250.0
556894.0,WASHER/NUT/CAP 03,L8699,905.25
556902.0,WASHER/NUT/CAP 04,L8699,926.0
556910.0,WASHER/NUT/CAP 05,L8699,1785.0
556951.0,ANCHOR/SCREW BONE 07,C1713,2780.0
556969.0,GRAFT VASC SYN 17,L8670,6915.0
556993.0,ANCHOR/SCREW BONE 08,C1713,2462.0
557009.0,ANCHOR/SCREW BONE 09,C1713,5426.25
557041.0,LEAD NEUROSTM KT 11,C1897,3200.0
557066.0,LEAD NEUROSTM KT 13,C1897,7669.0
557074.0,AGENT HEMOSTASIS 04,A4649,905.0
557082.0,AGENT HEMOSTASIS 05,A4649,1228.25
557090.0,AGENT HEMOSTASIS 06,A4649,1497.0
557108.0,AGENT HEMOSTASIS 07,A4649,2926.0
557124.0,AGENT HEMOSTASIS 09,A4649,2525.0
557132.0,CABLE ORTHO/SPINE 04,L8699,1535.04
557181.0,GRAFT VASC ALLO/XEN 18,C1768,27170.0
557215.0,GRAFT VASC SYN 19,L8670,26113.0
557330.0,LEAD COR VENOUS 08,C1900,7125.0
557348.0,LEAD COR VENOUS 09,C1900,7125.0
557355.0,LEAD NEUROSTM 08,C1778,3200.0
557363.0,LEAD NEUROSTM 09,C1778,3750.0
557371.0,LEAD PCMKR NSNGL 08,C1898,3400.0
557389.0,LEAD PCMKR NSNGL 09,C1898,2176.0
557413.0,LEAD PCMKR/AICD 08,C1899,2176.0
557439.0,TISS CONN HUMAN 08,C1762,5288.0
557447.0,TISS CONN HUMAN 09,C1762,10650.0
557454.0,TISS CONN HUMAN 10,C1762,8625.0
557512.0,LEAD AICD SNGL 12,C1777,11265.0
557520.0,LEAD AICD SNGL 13,C1777,11265.0
557538.0,LEAD AICD SNGL 14,C1777,10617.0
557561.0,LEAD AICD DUAL 12,C1895,14000.0
557579.0,LEAD AICD DUAL 13,C1895,14300.0
557587.0,LEAD AICD DUAL 14,C1895,16363.0
557611.0,TISS CONN NON-HUM 01,C1763,1156.0
557629.0,TISS CONN NON-HUM 02,C1763,1585.0
557637.0,TISS CONN NON-HUM 03,C1763,1994.0
557645.0,TISS CONN NON-HUM 04,C1763,2212.0
557652.0,TISS CONN NON-HUM 05,C1763,2789.0
557660.0,TISS CONN NON-HUM 06,C1763,4725.0
557678.0,TISS CONN NON-HUM 07,C1763,3900.0
557686.0,TISS CONN NON-HUM 08,C1763,8100.0
557694.0,TISS CONN NON-HUM 09,C1763,9263.0
557702.0,TISS CONN NON-HUM 10,C1763,8431.0
557728.0,CATH THROMB/EMBOL 04,C1757,828.0
557785.0,SHUNT NEURO/PERI VALVE 02,L8699,3928.0
557801.0,ANCHOR/SCREW BONE 11,C1713,3888.0
557819.0,ANCHOR/SCREW BONE 12,C1713,6563.0
557850.0,IMP SYS EMBOL PROTECTION,C1884,7482.0
558015.0,PORT INDWELLING 05,A4301,1233.0
558023.0,PORT INDWELLING 06,A4301,1062.5
558056.0,IMP SEALANT LQ 05,A4649,2265.0
558072.0,IMP SEALANT LQ 07,A4649,3816.0
558080.0,MESH SYN 15,C1781,11112.0
558106.0,CATH TRN ANG OTH 08,C1725,2980.0
558114.0,CATH TRN ANG OTH 09,C1725,4313.0
558130.0,PCMKR OTHER 08,C2621,24750.0
558155.0,CATH TRN ATH ROT 09,C1724,4536.0
558163.0,CATH TRN ATH ROT 10,C1724,4536.0
558171.0,CATH THROMB/EMBOL 06,C1757,1934.0
558189.0,CATH THROMB/EMBOL 07,C1757,2324.0
558205.0,CATH THROMB/EMBOL 09,C1757,4707.0
558239.0,STENT RX/COAT PERM W/ 01,C1874,5063.0
558247.0,STENT RX/COAT PERM W/ 02,C1874,9000.0
558254.0,STENT RX/COAT PERM W/ 03,C1874,13200.0
558262.0,STENT RX/COAT PERM W/ 04,C1874,10008.0
558270.0,STENT RX/COAT PERM W/ 05,C1874,9966.0
558288.0,STENT RX/COAT PERM W/ 06,C1874,11433.0
558320.0,CAGE/SPACER SPINE 06,L8699,16830.0
558346.0,PLATE ORTHO/SPINE 09,L8699,6408.0
558403.0,PLATE ORTHO/SPINE 10,L8699,7644.0
558411.0,PLATE ORTHO/SPINE 11,L8699,7080.0
558429.0,PLATE ORTHO/SPINE 12,L8699,7980.0
558536.0,LEAD NEUROSTM 10,C1778,7312.5
558544.0,LEAD NEUROSTM 11,C1778,6732.0
558551.0,LEAD NEUROSTM 12,C1778,9187.5
558619.0,ROD/NAIL/PIN ORTH/SPINE12,L8699,5857.0
558650.0,ANCHOR/SCREW BONE 13,C1713,8100.0
558692.0,LEAD COR VENOUS 10,C1900,12000.0
558700.0,LEAD COR VENOUS 11,C1900,9001.0
558783.0,IMP SYS COCHLEAR,L8614,10500.0
558809.0,LEAD COR VENOUS 12,C1900,12000.0
558858.0,LEAD NEUROSTM 13,C1778,10665.0
558916.0,CATH OCCLUSION CNS,A4649,8085.0
559013.0,CATH SPEC/OTHER 11,A4649,3880.0
559021.0,CATH SPEC/OTHER 12,A4649,3760.0
559039.0,CATH SPEC/OTHER 13,A4649,6113.0
559062.0,CATH TRN ATH DIR 09,C1714,8925.0
559070.0,CATH TRN ATH DIR 10,C1714,10323.0
559088.0,CATH THROMB/EMBOL 10,C1757,7219.0
559104.0,CATH THROMB/EMBOL 12,C1757,8520.0
559112.0,CATH TRN ANG OTH 10,C1725,3700.0
559146.0,CATH TRN ATH ROT 11,C1724,5490.0
559187.0,CATH TRN ATH ROT 15,C1724,10185.0
559229.0,LEAD PCMKR NSNGL 10,C1898,6694.0
559286.0,BONE HUMAN/SYN 14,L8699,8438.0
559302.0,CAGE/SPACER SPINE 09,L8699,15161.0
559310.0,DEVICE EXT FIX 15,L8699,8565.0
559328.0,PLATE ORTHO/SPINE 13,L8699,8111.25
559336.0,PLATE ORTHO/SPINE 14,L8699,7953.0
559344.0,PLATE ORTHO/SPINE 15,L8699,6000.0
559419.0,LEAD NEUROSTM 18,C1778,14300.0
559427.0,SHUNT NEURO/PERI VALVE 05,L8699,7136.25
559450.0,IMP URI BULK SYN W/ 1ML,L8606,1637.0
559542.0,GUIDEWIRE 09,C1769,2800.0
559625.0,PLATE ORTHO/SPINE 17,L8699,6000.0
559658.0,BONE HUMAN/SYN 17,L8699,12939.0
559682.0,GEN NEUROSTM W/ 03,C1820,35500.0
559690.0,GEN NEUROSTM W/ 04,C1820,35000.0
559724.0,LEAD NEUROSTM 19,C1778,18563.0
559963.0,TISS CONN NON-HUM 11,C1763,8606.0
559971.0,TISS CONN NON-HUM 12,C1763,16817.0
559989.0,TISS CONN NON-HUM 13,C1763,12474.0
560052.0,TISS CONN HUMAN 11,C1762,9699.0
560086.0,SHUNT AQUEOUS,L8612,4293.75
560144.0,TISS CONN HUMAN 12,C1762,9154.0
560169.0,TISS CONN NON-HUM 14,C1763,13490.0
560193.0,BONE CEMENT/FILL/PUTTY 10,C1713,9600.0
560235.0,BONE CEMENT/FILL/PUTTY 11,C1713,13185.0
560375.0,TISS CONN HUMAN 13,C1762,11417.0
560631.0,TISS CONN HUMAN 19,C1762,29813.0
560680.0,BONE MORPH PROTEIN 3,L8699,14438.0
560987.0,CATH TRN ATH ROT 16,C1724,11385.0
561506.0,DEVICE URI/PELV W/SL 04,C1771,5256.0
561514.0,DEVICE URI/PELV W/SL 05,C1771,6781.0
561613.0,IMP SPINE TOTAL DISC,C1889,16222.25
561852.0,TISS CONN NON-HUM 16,C1763,14931.0
561878.0,TISS CONN NON-HUM 18,C1763,22851.0
561886.0,TISS CONN NON-HUM 19,C1763,27204.0
561894.0,TISS CONN NON-HUM 20,C1763,7500.0
561902.0,TISS CONN NON-HUM 21,C1763,27374.0
562280.0,BONE HUMAN/SYN 18,L8699,14826.0
562421.0,VALVE CARDIAC RING 06,L8699,10935.0
562611.0,VALVE CARDIAC 08,L8699,19663.0
562629.0,TISS CONN NON-HUM 22,C1763,31107.0
562785.0,GUIDEWIRE 01,C1769,240.0
562793.0,GUIDEWIRE 02,C1769,504.0
562801.0,ANCHOR/SCREW BONE 01,C1713,1214.0
562819.0,ANCHOR/SCREW BONE 02,C1713,1668.13
562827.0,DEVICE EXT FIX 01,L8699,151.0
562835.0,DEVICE EXT FIX 02,L8699,403.0
562876.0,MESH SYN 01,C1781,182.0
562884.0,MESH SYN 02,C1781,242.0
562900.0,PLATE ORTHO/SPINE 01,L8699,2062.0
562918.0,PLATE ORTHO/SPINE 02,L8699,601.0
562967.0,WASHER/NUT/CAP 01,L8699,147.0
562975.0,WASHER/NUT/CAP 02,L8699,425.0
563015.0,IMP JOINT COMPONENT 01,C1776,839.37
563023.0,IMP JOINT COMPONENT 02,C1776,1785.0
563049.0,IMP JOINT COMPONENT 04,C1776,4613.0
563064.0,IMP JOINT COMPONENT 06,C1776,4612.5
563080.0,IMP JOINT COMPONENT 08,C1776,2462.0
563098.0,IMP JOINT COMPONENT 09,C1776,5827.13
563106.0,IMP JOINT COMPONENT 10,C1776,3862.5
563114.0,IMP JOINT COMPONENT 11,C1776,9350.0
563122.0,IMP JOINT COMPONENT 12,C1776,14025.0
563130.0,IMP JOINT COMPONENT 13,C1776,13693.0
563163.0,IMP JOINT COMPONENT 16,C1776,12903.0
563197.0,IMP JOINT COMPONENT 19,C1776,14787.5
563213.0,IMP JOINT COMPONENT 21,C1776,10825.0
563437.0,BONE CEMENT/FILL/PUTTY 13,C1713,12939.0
563825.0,CATH THROMB/EMBOL 01,C1757,230.0
563833.0,CATH THROMB/EMBOL 02,C1757,432.0
563841.0,CATH THROMB/EMBOL 03,C1757,887.0
563858.0,DEVICE EXT FIX 17,L8699,12861.0
563940.0,STENT RX/COAT PERM WO 03,C1875,8400.0
563999.0,STENT NON-COAT PERM W/ 01,C1876,4406.25
564005.0,STENT NON-COAT PERM W/ 02,C1876,5625.0
564013.0,STENT NON-COAT PERM W/ 03,C1876,6443.44
564021.0,STENT NON-COAT PERM W/ 04,C1876,7032.0
564039.0,STENT NON-COAT PERM W/ 05,C1876,9240.0
564070.0,STENT NON-COAT PERM WO 02,C1877,3800.0
564096.0,STENT NON-COAT PERM WO 04,C1877,3800.0
564120.0,TISS CONN NON-HUM 23,C1763,37328.0
564146.0,IMP EMBOL COIL/SPH/PRT 02,L8699,459.0
564427.0,CATH GUIDING 01,C1887,214.0
564435.0,CATH GUIDING 02,C1887,542.0
564443.0,CATH GUIDING 03,C1887,927.0
564450.0,CATH GUIDING 04,C1887,1217.0
564468.0,CATH GUIDING 05,C1887,1836.0
564476.0,CATH GUIDING 06,C1887,2000.0
564492.0,CATH GUIDING 08,C1887,3000.0
564500.0,CATH GUIDING 09,C1887,2584.0
564526.0,CATH GUIDING 11,C1887,3700.0
564542.0,CATH URETERAL 01,C1758,198.0
564559.0,CATH URETERAL 02,C1758,282.0
564575.0,CATH URETERAL 04,C1758,969.0
564591.0,CATH TRN ANG LSR 11,C1885,8100.0
564609.0,IMP SEALANT LQ 08,A4649,4551.0
564625.0,ROD/NAIL/PIN ORTH/SPINE14,L8699,5857.0
564740.0,IMP FALLOPIAN COIL BIL 1,L8699,2600.0
564781.0,IMP FALLOPIAN COIL BIL 3,L8699,5813.0
564914.0,TISS CONN HUMAN 22,C1762,30800.0
564971.0,CATH GUIDING 13,C1887,6124.0
564989.0,BONE CEMENT/FILL/PUTTY 14,C1713,8721.0
565036.0,IMP OCULAR COMPONENT 03,L8610,846.0
565085.0,IMP PENILE COMPONENT 03,L8699,6375.0
565093.0,IMP PENILE COMPONENT 04,L8699,7429.0
565135.0,CATH BLN DI NON VASC 01,C1726,904.0
565143.0,CATH BLN DI NON-VASC 02,C1726,1148.0
565176.0,CATH BLN DI NON-VASC 05,C1726,902.0
565184.0,CATH BLN DI NON VASC 06,C1726,1013.0
565226.0,CATH INFUS NON-HEMO 2,C1751,736.0
565234.0,CATH INFUS NON-HEMO 03,C1751,1576.0
565242.0,CATH INFUS NON-HEMO 4,C1751,2592.0
565259.0,CATH INFUS NON-HEMO 5,C1751,2793.0
565267.0,CATH INFUS NON-HEMO 6,C1751,2732.0
565366.0,CATH HEMO LONG TERM 02,C1750,290.0
565374.0,CATH HEMO LONG TERM 03,C1750,401.0
565382.0,CATH HEMO LONG TERM 04,C1750,926.0
565390.0,CATH HEMO LONG TERM 05,C1750,1552.0
565416.0,CATH HEMO LONG TERM 07,C1750,1388.0
565424.0,CATH HEMO LONG TERM 08,C1750,1431.0
565507.0,CATH HEMO LONG TERM 11,C1750,3660.0
565523.0,CATH HEMO LONG TERM 13,C1750,9038.0
565598.0,STENT GRAFT PERM 07,L8699,9615.0
565606.0,STENT GRAFT PERM 08,L8699,14997.0
565614.0,STENT GRAFT PERM 09,L8699,13668.0
565622.0,STENT GRAFT PERM 10,L8699,14997.0
565663.0,STENT GRAFT PERM 14,L8699,25025.0
565671.0,STENT GRAFT PERM 15,L8699,26998.0
565689.0,STENT GRAFT PERM 16,L8699,27810.0
565697.0,STENT GRAFT PERM 17,L8699,34998.0
565705.0,STENT GRAFT PERM 18,L8699,35000.0
565713.0,STENT GRAFT PERM 19,L8699,39990.0
565788.0,INTRO/SHEATH NON-LASER 01,C1894,230.0
565796.0,INTRO/SHEATH NON-LASER 02,C1894,338.0
565804.0,INTRO/SHEATH NON-LASER 03,C1894,637.5
565812.0,INTRO/SHEATH NON-LASER 04,C1894,1253.75
565820.0,INTRO/SHEATH NON-LASER 05,C1894,1360.0
565911.0,IMP SINUS STENT RX DELIVERY 02,C1874,3300.0
566000.0,MESH SYN 24,C1781,27225.0
566067.0,CATH TRN ANG RX COATED NON LAS,C2623,5907.0
566075.0,CATH TRN ANG RX COATED NON LAS,C2623,6413.0
566299.0,IMP TRANSPROSTATIC,L8699,3800.0
566927.0,STENT GRAFT PERM 20,L8699,39550.8
600015.0,PACU LEVEL 1 1ST HR,Z7512,636.0
600023.0,PACU LEVEL 1 ADDL 30M,Z7512,318.0
600031.0,PACU LEVEL 2 1ST HR,Z7512,1272.0
600049.0,PACU LEVEL 2 ADDL 30M,Z7512,636.0
600056.0,PACU LEVEL 3 1ST HR,Z7512,2544.0
600064.0,PACU LEVEL 3 ADDL 30M,Z7512,1590.0
600072.0,PACU LEVEL 4 1ST HR,Z7512,3816.0
600080.0,PACU LEVEL 4 ADDL 30M,Z7512,2014.0
600098.0,PACU LEVEL 5 1ST HR,Z7512,5088.0
600106.0,PACU LEVEL 5 ADDL 30M,Z7512,2544.0
800193.0,VACCINE ADMIN PPV,,164.0
800201.0,VACCINE ADMIN SNGL,,2378.0
801175.0,DX BONE MARROW BIOPSY(IES),,1446.0
801852.0,THORACENTESIS ASP W/IMG,,2024.0
901074.0,INS PICC WO P/P WO IMG 5+YR,,2559.0
931816.0,Inj Ivp Add Seq Same,,301.0
970152.0,PUNCTURE SPINAL LUMBAR DX,,2306.0
970178.0,VACCINE ADMIN FLU,G0008,164.0
970186.0,VACCINE ADMIN HEP B,G0010,164.0
970194.0,VACCINE ADMIN PPV,G0009,164.0
970202.0,VACCINE ADMIN SNGL,,164.0
970210.0,VACCINE ADMIN EA ADDL,,164.0
970400.0,INJECTION IM/SQ,,170.0
970723.0,CARDIOVERSION EXTERNAL,,3729.0
970749.0,BX LIVER NDL PERC,,1709.0
971010.0,INSERT NON-TNLD CVAD 5+YR,,3866.0
971226.0,CATH TEMP BLADDER SIMPLE,,550.0
971481.0,IV HYDRAT THRPY 31-90M,,559.0
971499.0,IV HYDRAT THRPY ADD HR,,338.0
971507.0,IV DX/TX THRPY 1ST HR,,846.0
971515.0,IV DX/TX THRPY ADD HR,,559.0
971523.0,IV DX/TX ADD SEQ MAX1,,559.0
971531.0,IV DX/TX CONCUR MAX1,,559.0
971549.0,INJ IVP SNGL/INTL,,301.0
971556.0,INJ IVP ADD SEQ NEW,,301.0
971580.0,CHEMO IVP SNGL/INTL,,428.0
972034.0,THORACENTESIS ASP WO IMG,,1623.0
1050343.0,Cath Infus Non-Hemo 0,C1751,839.0
1059039.0,CATH SPEC/OTHER 13,A4649,7500.0
1059492.0,AGENT HEMOSTASIS 10,A4649,3200.0
1059500.0,AGENT HEMOSTASIS 11,A4649,3600.0
1059518.0,AGENT HEMOSTASIS 12,A4649,4000.0
1059559.0,LIQUID EMBOLIZATION,L8699,9375.0
1059591.0,CATH SPEC/OTHER 14,A4649,9375.0
1059856.0,AICD DUAL 5,C1721,70000.0
1059864.0,AICD OTHER 5,C1882,70000.0
1059872.0,AICD SNGL5,C1722,70000.0
1060029.0,PCMKR OTHER 9,C2621,37500.0
1060177.0,CATH SPEC/OTHER 15,A4649,9000.0
1060185.0,CATH SPEC/OTHER 16,A4649,10500.0
1060219.0,CATH TRN ATH DIR 11,C1714,15000.0
1060573.0,CATH SPEC/OTHER 17,A4649,12000.0
1060581.0,CATH SPEC/OTHER 18,A4649,13500.0
1060599.0,CATH SPEC/OTHER 19,A4649,15000.0
1100106.0,BRACE SHOULDER,L9900,110.0
1101013.0,BOOT WALK NON-PNEUM,L4386,548.3
1101377.0,WHFO HINGE W/F CUSTOM,L3900,8939.0
1101534.0,OT Who Gaunlet Custom,L3906,2379.0
1103399.0,DME-POS Ewho Wo Jt Custom W/F&A L3763,L3763,3696.0
1103415.0,DME-POS Ewhfo Wo Jt Custom W/F&A L3765,L3765,5620.0
1103449.0,DME-POS Hfo Wo Jt Custom W/F&A L3913,L3913,1187.0
1103456.0,DME-POS Ho Wo Jt Custom W/F&A L3919,L3919,1187.0
1103464.0,DME-POS Hfo W/Jt Custom W/F&A L3921,L3921,1408.0
1103472.0,DME-POS Fo Wo Jt Custom W/F&A L3933,L3933,935.0
1103571.0,DME-POS Whfo W/Jt Custom W/F&A L3806,L3806,1991.0
1103589.0,DME-POS Whfo Wo Jt Custom W/F&A L3808,L3808,1993.0
1103670.0,DME-POS Whfo W/Jt Prefab W/F&A L3931,L3931,1050.0
1103746.0,Whfo Hinge Cable Custom,L3901,10592.0
1301167.0,DRUG TEST CHEM ANALYZER PER DOS,,855.0
1320217.0,ALPHA-FETOPROTEIN SERUM,,93.0
1320498.0,BILIRUBIN DIRECT,,104.0
1320613.0,CALCIUM IONIZED,,141.0
1320829.0,CHLORIDE BLOOD,,54.0
1321116.0,CKMB FRACTION,,277.0
1321157.0,CREATININE CLEARANCE,,260.0
1321710.0,BLOOD GAS,,741.0
1321736.0,BLOOD GAS O2 SAT ONLY,,186.0
1321827.0,GLUCOSE QUAN BLOOD,,77.0
1330505.0,LACTIC ACID,,260.0
1330844.0,MYOGLOBIN,,17.0
1331164.0,PHENCYCLIDINE,G0480,213.0
1331172.0,NATRIURETIC PEPTIDE,,330.0
1340215.0,POTASSIUM BLD,,107.0
1340579.0,SODIUM BLD,,75.0
1340900.0,TROPONIN QUAN,,294.0
1340967.0,BUN - Venous,,54.0
1341171.0,HCG QUAL,,243.0
1350024.0,SMEAR W/DIFF WBC COUNT,,120.0
1350289.0,FACTOR VIII,,157.0
1350818.0,PLT AGGREGATION EA,,249.0
1360726.0,PART AGGLUT SCREEN EA,,48.0
1361294.0,HERPES SIMPLEX AB TYPE 2,,127.0
1361971.0,MNC AG QUAN NOS EA,,48.0
1370030.0,CONCENTRATION SPECIMEN,,61.0
1370063.0,CULT STOOL ADD PATH,,111.0
1370154.0,CULT ANAEROBIC ID,,206.0
1370162.0,CULT AEROBIC ID,,131.0
1370246.0,CULT FUNGI YEAST ID,,165.0
1370253.0,CULT FUNGI MOLD ID,,177.0
1370303.0,CULT TYPING IMMUNOFLUO,,13.0
1370329.0,CULT TYPING IMMUNO EA,,80.0
1370436.0,ANTIBIOTIC SENS AGAR DIL,,207.0
1370451.0,ANTIBIOTIC SENS ENZ METH,,72.0
1370469.0,ANTIBIOTIC SENS MIC,,227.0
1370493.0,ANTIBIOTIC SENS MBP,,55.0
1370535.0,GRAM STAIN SMEAR,,126.0
1370543.0,ACID FAST SMEAR,,96.0
1370626.0,VIRUS INOC SHELL VIAL,,188.0
1371004.0,RESP SYNCYTIAL VIRUS EIA,,261.0
1371202.0,CHLAMYDIA TRACH PCR AMP,,174.0
1371384.0,HERPES SIMPLEX PCR AMP,,100.0
1371657.0,NEISSERIA GONOR PCR AMP,,156.0
1372200.0,PAPILLOMAVIRUS HIGH RISK,,34.66
1390020.0,CELL COUNT FLUID W/DIFF,,202.0
1400019.0,BASIC METAB PNL TCA,,285.0
1400027.0,GENERAL HEALTH PNL,,795.0
1400035.0,ELECTROLYTE PNL,,236.0
1400043.0,COMP METABOLIC PNL,,355.0
1400050.0,OBSTETRIC PNL,,939.0
1400068.0,LIPID PANEL,,222.0
1400076.0,RENAL FUNCTION PNL,,312.0
1400373.0,PHENOBARBITAL,,192.0
1400381.0,PHENYTOIN TOTAL,,302.0
1400449.0,SALICYLATE SERUM,G0480,360.0
1400464.0,TACROLIMUS,,127.0
1400688.0,ACTH STIMULATION TEST,,441.0
1401132.0,DRUG TEST INSTRUMENT PER DOS,,67.0
1401165.0,DRUG TEST CHEM ANALYZER PER DOS,,603.0
1410026.0,URINALYSIS AUTO W/MICRO,,113.0
1410034.0,URINALYSIS NONAUTO WO MIC,,86.0
1410042.0,URINALYSIS AUTO WO MICR,,113.0
1410091.0,URINE PREG TEST VISUAL,,153.0
1410109.0,URINE VOL MEAS TIMED COL,,68.0
1420025.0,ACETAMINOPHEN,G0480,360.0
1420132.0,MICROALBUM URINE SEMIQUAN,,136.0
1420348.0,AMYLASE,,235.0
1420488.0,BILIRUBIN TOTAL,,51.0
1420496.0,BILIRUBIN DIRECT,,104.0
1420538.0,OCCULT BLD OTHER 1 SPEC,,104.0
1420546.0,FOBT HGB IA 1-3,,99.0
1420611.0,CALCIUM IONIZED,,141.0
1420637.0,CALCIUM URINE,,87.0
1420694.0,CARBON DIOXIDE,,51.0
1420827.0,CHLORIDE BLOOD,,54.0
1420835.0,CHLORIDE URINE,,96.0
1420843.0,CHLORIDE OTHER SOURCES,,467.0
1420868.0,CHOLESTEROL TOTAL,,64.0
1420983.0,COCAINE,G0480,59.0
1421031.0,CORTISOL TOTAL,,255.0
1421114.0,CKMB FRACTION,,277.0
1421130.0,CREATININE BLOOD,,102.0
1421148.0,CREATININE OTHER SOURCE,,111.0
1421155.0,CREATININE CLEARANCE,,260.0
1421197.0,VITAMIN B-12,,117.0
1421452.0,FATS/LIPIDS FECES QUAL,,64.0
1421544.0,FOLIC ACID SERUM,,118.0
1421551.0,FOLIC ACID RBC,,67.0
1421619.0,GAMMAGLOBULIN IGA,,212.0
1421718.0,BLOOD GAS ARTERIAL,,502.0
1421734.0,BLOOD GAS O2 SAT ONLY,,186.0
1421809.0,GLUCOSE FLUID NOT BLOOD,,170.0
1421825.0,GLUCOSE QUAN BLOOD,,77.0
1421833.0,GLUCOSE BLOOD REAG STRIP,,21.0
1421841.0,GLUCOSE POST GLUCOSE DOSE,,149.0
1421858.0,GTT 1ST 3 SPECIMENS,,282.0
1421866.0,GTT EA ADDL SPECIMEN,,91.0
1421940.0,GLUTAMYLTRANSFERASE GAMMA,,96.0
1422047.0,FOBT 1SPEC/DRE,,99.0
1430016.0,GONADOTROPIN (FSH),,111.0
1430073.0,H PYLORI BREATH TEST ANAL,,188.0
1430164.0,HGB GLYCOSYLATED (A1C),,153.0
1430446.0,IRON,,136.0
1430453.0,IRON BINDING CAPACITY,,160.0
1430503.0,LACTIC ACID,,260.0
1430511.0,LDH,,114.0
1430628.0,LIPASE,,219.0
1430651.0,HDL CHOLESTEROL,,114.0
1430677.0,LDL CHOLESTEROL,,114.0
1430693.0,MAGNESIUM,,180.0
1430776.0,METHADONE,G0480,38.0
1430842.0,MYOGLOBIN,,17.0
1431147.0,PARATHORMONE,,112.0
1431154.0,PH BODY FLUID NOT BLOOD,,161.0
1431170.0,NATRIURETIC PEPTIDE,,330.0
1440148.0,PHOSPHORUS URINE,,175.0
1440213.0,POTASSIUM BLD,,107.0
1440221.0,POTASSIUM URINE,,76.0
1440320.0,PSA TOTAL,,171.0
1440346.0,PROTEIN TOTAL BLD,,46.0
